merchant,category,job,age,state,city,amt,is_fraud
Kilback and Sons,entertainment,Associate Professor,56,NE,Brainard,52.37,0
"Zboncak, Rowe and Murazik",shopping_net,Sales executive,53,CA,Laguna Hills,1.73,0
Schamberger-O'Keefe,grocery_pos,"Scientist, audiological",94,CA,Fields Landing,132.24,0
Cole PLC,grocery_pos,Science writer,68,CA,San Jose,112.58,0
"Dare, Fritsch and Zboncak",health_fitness,Podiatrist,51,CA,Lakeport,44.96,0
"Osinski, Ledner and Leuschke",grocery_pos,"Therapist, music",35,CA,Mountain Center,94.3,0
Cartwright-Harris,grocery_pos,Armed forces training and education officer,64,CA,Port Costa,92.2,0
Cole PLC,grocery_pos,Learning mentor,68,CA,Indian Wells,101.15,0
"Boehm, Block and Jakubowski",misc_pos,Barista,49,CA,Oakland,1.88,0
Watsica LLC,personal_care,"Engineer, building services",60,OR,Portland,83.84,0
"Zieme, Bode and Dooley",gas_transport,Land/geomatics surveyor,51,MO,Utica,61.67,0
Jaskolski-Vandervort,misc_net,Occupational psychologist,69,CA,Tomales,5.45,0
Champlin and Sons,home,Education administrator,57,CA,Vinton,55.33,0
Hills-Witting,shopping_net,Aeronautical engineer,44,MO,Matthews,8.58,0
"Bahringer, Osinski and Block",food_dining,Counselling psychologist,23,AZ,Phoenix,9.16,0
"Bahringer, Schoen and Corkery",shopping_pos,Licensed conveyancer,23,NM,Ruidoso,6.12,0
"Lind, Huel and McClure",gas_transport,Location manager,33,UT,Moab,95.7,0
"Roob, Conn and Tremblay",shopping_pos,Geoscientist,61,UT,Hatch,8.1,0
Swift PLC,kids_pets,Agricultural consultant,73,MO,Blairstown,22.9,0
O'Keefe-Hudson,grocery_pos,"Pilot, airline",35,WY,Laramie,209.84,0
Mayert Group,shopping_pos,Investment analyst,49,MO,Redford,9.65,0
"Crist, Jakubowski and Littel",home,Network engineer,78,NE,Valentine,84.2,0
Mraz-Herzog,gas_transport,Occupational psychologist,69,CA,Tomales,44.26,0
"Schoen, Kuphal and Nitzsche",grocery_pos,Barrister,87,OR,Cascade Locks,138.65,0
Koss and Sons,gas_transport,Chief Marketing Officer,80,WA,Colton,96.14,0
Stamm-Witting,shopping_net,Land/geomatics surveyor,38,MO,Arnold,1.91,0
"Koss, Hansen and Lueilwitz",home,"Editor, magazine features",28,CA,Hawthorne,133.93,0
"Herman, Treutel and Dickens",misc_net,Planning and development surveyor,41,OR,Lake Oswego,4.96,0
Crooks and Sons,personal_care,Human resources officer,56,NE,Manley,64.08,0
"Connelly, Reichert and Fritsch",gas_transport,Telecommunications researcher,73,NE,Holstein,51.64,0
"Parker, Nolan and Trantow",entertainment,"Scientist, research (maths)",32,HI,Paauilo,61.79,0
"Bahringer, Bergnaum and Quitzon",home,"Pilot, airline",35,WY,Laramie,50.08,0
Ledner-Pfannerstill,gas_transport,"Research officer, political party",39,WA,Conway,33.2,0
"Bernier, Volkman and Hoege",misc_net,Educational psychologist,42,WY,Manville,26.09,0
Nolan-Williamson,kids_pets,Network engineer,67,CO,Kirk,244.23,0
Waelchi Inc,kids_pets,"Scientist, research (maths)",32,HI,Paauilo,7.32,0
Kessler Group,travel,Contractor,42,AZ,Phoenix,8.18,0
McDermott-Weimann,grocery_pos,Public house manager,49,WA,Burlington,190.64,0
"Raynor, Reinger and Hagenes",gas_transport,Sales executive,53,CA,Laguna Hills,53.84,0
Morissette-Schaefe,personal_care,Geoscientist,26,CA,San Jose,5.88,0
Cartwright-Harris,grocery_pos,"Education officer, museum",56,WY,Freedom,120.84,0
Corwin-Collins,gas_transport,Telecommunications researcher,73,NE,Holstein,64.73,0
Abbott-Rogahn,entertainment,Early years teacher,50,CA,Helm,71.87,0
Nader-Helle,misc_net,Exercise physiologist,94,MO,Clarksville,73.83,0
"Crist, Jakubowski and Littel",home,"Nurse, mental health",75,NE,Roseland,12.3,0
"Parisian, Schiller and Altenwerth",misc_net,Music therapist,39,WY,Rock Springs,6.85,0
Schmeler-Howe,personal_care,Geoscientist,26,CA,San Jose,24.82,0
Pollich LLC,home,Architectural technologist,62,NM,Llano,81.21,0
Howe Lt,misc_pos,Information systems manager,37,WY,Fort Washakie,4.39,0
"Schaefer, Fay and Hilll",entertainment,"Engineer, maintenance",67,OR,Gardiner,80.66,0
Weimann-Lockman,kids_pets,Product designer,88,NE,Westerville,206.99,0
"Swaniawski, Bahringer and Ledne",grocery_net,Intelligence analyst,52,ID,Meridian,87.85,0
Kuhic Inc,grocery_pos,Geoscientist,61,UT,Hatch,128.44,0
Kiehn Inc,grocery_pos,"Designer, exhibition/display",51,CA,Sun City,203.38,0
Kilback Group,food_dining,Investment analyst,49,MO,Redford,3.82,0
Heathcote LLC,shopping_net,Network engineer,67,CO,Kirk,113.96,0
"Weimann, Kuhic and Beahan",shopping_pos,Musician,41,WA,Burbank,124.43,0
Goodwin-Nitzsche,grocery_pos,Intelligence analyst,52,ID,Meridian,224.5,0
Bode-Schuste,kids_pets,"Surveyor, land/geomatics",28,NE,Omaha,140.37,0
Koepp-Witting,grocery_pos,"Radiographer, diagnostic",61,MO,Syracuse,134.59,0
Kilback LLC,food_dining,Clothing/textile technologist,24,WA,Tekoa,1.06,0
"Kovacek, Dibbert and Ondrick",grocery_pos,"Administrator, education",84,AK,Wales,139.0,0
"Schmeler, Bashirian and Price",shopping_net,Cytogeneticist,69,MO,Browning,1.65,0
Nolan-Williamson,kids_pets,Telecommunications researcher,73,NE,Holstein,5.52,0
"Moore, Williamson and Emmerich",home,"Engineer, agricultural",43,MO,Kissee Mills,64.95,0
Brown-Greenholt,entertainment,"Engineer, automotive",49,NE,Hooper,55.72,0
"Schaefer, Fay and Hilll",entertainment,Special educational needs teacher,45,WA,Orient,52.17,0
Kutch LLC,gas_transport,"Nurse, mental health",75,NE,Roseland,60.79,0
Howe PLC,entertainment,"Nurse, mental health",75,NE,Roseland,8.67,0
Bahringer-Larson,grocery_net,"Civil engineer, contracting",62,CA,Santa Monica,75.66,0
Barrows PLC,shopping_pos,Music therapist,39,WY,Rock Springs,29.48,0
Shanahan-Lehne,personal_care,"Therapist, art",35,NM,Moriarty,65.65,0
Denesik and Sons,shopping_pos,Museum education officer,81,OR,Kent,9.38,0
"Daugherty, Pouros and Beahan",shopping_pos,"Engineer, communications",22,MO,Ballwin,1.37,0
Kilback LLC,grocery_pos,"Engineer, production",30,MO,Independence,199.74,0
"Witting, Beer and Ernse",home,Health physicist,52,CA,Newhall,66.94,0
Auer-Mosciski,grocery_pos,Call centre manager,65,CA,Greenview,117.94,0
Barrows PLC,shopping_pos,Airline pilot,38,CA,Napa,9.6,0
Kozey-Kuhlman,personal_care,"Administrator, education",84,AK,Wales,1.29,0
Conroy-Cruickshank,gas_transport,Research scientist (maths),95,NE,Howells,87.54,0
Douglas-White,entertainment,Licensed conveyancer,23,NM,Ruidoso,7.74,0
Treutel-King,travel,Production manager,66,ID,Spirit Lake,7.95,0
Kuvalis Lt,gas_transport,"Research officer, political party",39,WA,Conway,67.8,0
"Denesik, Powlowski and Pouros",home,Electronics engineer,34,MO,Centerview,102.02,0
Rempel PLC,grocery_net,Dealer,47,OR,Athena,53.32,0
Frami Group,entertainment,Medical technical officer,54,WA,Monitor,102.98,0
Bahringer Group,health_fitness,"Engineer, communications",22,MO,Ballwin,71.5,0
"Johnson, Runolfsdottir and Maye",misc_net,Building surveyor,88,AZ,Paradise Valley,928.76,1
"Haley, Jewess and Bechtel",shopping_pos,Geoscientist,61,UT,Hatch,1.97,0
"Bahringer, Schoen and Corkery",shopping_pos,"Surveyor, minerals",36,UT,Thompson,3.72,0
"Boehm, Block and Jakubowski",misc_pos,Public librarian,49,WY,Jelm,5.47,0
Beier and Sons,home,Electronics engineer,34,MO,Centerview,235.3,0
"Tillman, Dickinson and Labadie",gas_transport,Health service manager,96,CA,June Lake,48.67,0
Dickinson Lt,personal_care,"Engineer, biomedical",55,OR,Stayton,84.0,0
Friesen-Stamm,gas_transport,Investment analyst,49,MO,Redford,53.54,0
"Zieme, Bode and Dooley",gas_transport,Firefighter,50,CA,Norwalk,59.43,0
Runte-Moh,food_dining,Clothing/textile technologist,24,WA,Tekoa,184.32,0
"Baumbach, Strosin and Nicolas",shopping_pos,Metallurgist,48,NE,Carroll,116.95,0
Friesen-Stamm,gas_transport,"Research officer, political party",39,WA,Conway,62.72,0
"Fadel, Mertz and Rippin",entertainment,"Surveyor, mining",50,NE,Fullerton,37.22,0
Thompson-Gleason,health_fitness,"Engineer, automotive",49,NE,Hooper,38.57,0
"Johnson, Runolfsdottir and Maye",misc_net,Dealer,47,OR,Athena,86.45,0
"Greenholt, O'Hara and Balistreri",shopping_net,"Research officer, political party",39,WA,Conway,8.82,0
Stark-Batz,entertainment,Web designer,40,CA,Smith River,85.24,0
Jacobi and Sons,shopping_pos,Educational psychologist,71,NM,Loving,8.74,0
"Reilly, Heaney and Cole",gas_transport,Dealer,47,OR,Athena,63.1,0
Hammes-Beatty,kids_pets,Call centre manager,65,CA,Greenview,38.09,0
Romaguera Lt,health_fitness,Call centre manager,65,CA,Greenview,5.76,0
Feil-Mo,health_fitness,"Designer, exhibition/display",51,CA,Sun City,85.86,0
"Rowe, Batz and Goodwin",grocery_pos,Teaching laboratory technician,38,WA,Vancouver,201.61,0
Terry-Huel,shopping_net,Historic buildings inspector/conservation officer,51,NM,Espanola,1.9,0
"Kohler, Lindgren and Koelpin",grocery_net,Public house manager,49,WA,Burlington,75.27,0
Crooks and Sons,personal_care,Land/geomatics surveyor,51,MO,Utica,15.62,0
Bailey-Mo,grocery_pos,"Designer, exhibition/display",51,CA,Sun City,180.96,0
"Schultz, Simonis and Little",grocery_pos,Music therapist,39,WY,Rock Springs,203.53,0
Stamm-Rodriguez,misc_pos,Metallurgist,48,NE,Carroll,33.81,0
Keeling-Crist,misc_pos,"Nurse, mental health",75,NE,Roseland,56.76,0
"Prosacco, Kreiger and Kovacek",home,Systems analyst,77,CA,Grenada,167.77,0
Metz-Boehm,shopping_pos,"Engineer, maintenance",67,OR,Gardiner,8.34,0
Douglas-White,entertainment,Chartered public finance accountant,64,CA,San Diego,224.01,0
"Mueller, Gerhold and Muelle",health_fitness,Music therapist,39,WY,Rock Springs,68.24,0
Grimes LLC,entertainment,Early years teacher,50,CA,Helm,74.38,0
Bartoletti-Wunsch,gas_transport,Systems analyst,57,OR,Lowell,68.5,0
Flatley Group,misc_pos,Music therapist,39,WY,Rock Springs,42.67,0
Auer-West,shopping_net,Health service manager,96,CA,June Lake,42.89,0
Huel-Langworth,misc_net,Educational psychologist,42,WY,Manville,15.42,0
Heller-Abshire,grocery_net,Barrister,87,OR,Cascade Locks,26.96,0
Bauch-Rayno,grocery_pos,"Pilot, airline",35,WY,Laramie,229.7,0
"Larkin, Stracke and Greenfelde",entertainment,Contractor,42,AZ,Phoenix,139.17,0
Ernser-Feest,home,Insurance broker,44,UT,Woods Cross,90.01,0
Parker-Kunde,personal_care,Historic buildings inspector/conservation officer,51,NM,Espanola,18.8,0
Ankunding LLC,shopping_net,Occupational psychologist,69,CA,Tomales,1.86,0
Collier LLC,home,Chartered public finance accountant,64,CA,San Diego,3.67,0
"McDermott, Osinski and Mo",home,Historic buildings inspector/conservation officer,51,NM,Espanola,9.61,0
Bogisich Inc,grocery_pos,"Scientist, research (maths)",32,HI,Paauilo,60.05,0
Kub PLC,personal_care,"Engineer, production",30,MO,Independence,4.21,0
Schimmel-Olson,kids_pets,Museum education officer,81,OR,Kent,4.27,0
"Turner, Ziemann and Lehne",food_dining,Historic buildings inspector/conservation officer,51,NM,Espanola,74.51,0
"Schaefer, Fay and Hilll",entertainment,Learning mentor,68,CA,Indian Wells,35.6,0
Quitzon-Goyette,home,Sales executive,53,CA,Laguna Hills,301.83,0
Miller-Hauck,grocery_pos,Community arts worker,54,CO,Iliff,145.21,0
O'Hara-Wilderman,food_dining,Airline pilot,38,CA,Napa,44.94,0
Koss and Sons,gas_transport,Product/process development scientist,50,WY,Lagrange,64.47,0
Boyer PLC,shopping_net,"Therapist, occupational",72,CA,Carlotta,44.35,0
Macejkovic-Lesch,shopping_pos,Musician,41,WA,Burbank,17.35,0
Wiegand-Lowe,grocery_net,Dealer,47,OR,Athena,44.87,0
Halvorson Group,misc_pos,"Therapist, art",35,NM,Moriarty,8.57,0
"Romaguera, Wehner and Tromp",kids_pets,Agricultural consultant,73,MO,Blairstown,214.33,0
"Wintheiser, Dietrich and Schimmel",misc_pos,"Lecturer, higher education",30,WY,Riverton,46.1,0
"Huel, Hammes and Witting",grocery_pos,Advertising account planner,41,CA,Glendale,86.38,0
Kiehn Inc,grocery_pos,Wellsite geologist,57,CA,Corona,85.38,0
Zboncak Lt,food_dining,"Surveyor, land/geomatics",45,NM,Kirtland Afb,11.16,0
Gutmann Lt,grocery_net,Barista,49,CA,Oakland,68.3,0
"Eichmann, Bogan and Rodriguez",gas_transport,Naval architect,56,NM,High Rolls Mountain Park,68.28,0
Weimann-Lockman,kids_pets,"Civil engineer, contracting",62,CA,Santa Monica,23.9,0
Bins-Rice,gas_transport,Research scientist (maths),95,NE,Howells,43.31,0
Price Inc,shopping_net,Land/geomatics surveyor,38,MO,Arnold,25.93,0
Labadie LLC,personal_care,Radio broadcast assistant,28,OR,Shedd,48.42,0
"Schaefer, Fay and Hilll",entertainment,"Surveyor, land/geomatics",35,NM,Red River,78.8,0
"Tillman, Dickinson and Labadie",gas_transport,"Therapist, music",35,CA,Mountain Center,56.96,0
"Huel, Hammes and Witting",grocery_pos,"Buyer, industrial",32,CA,Daly City,161.23,0
"Kihn, Brakus and Goyette",personal_care,Music therapist,39,WY,Rock Springs,56.89,0
Lockman Lt,grocery_pos,Education administrator,57,CA,Vinton,141.75,0
Morissette PLC,shopping_pos,Special educational needs teacher,45,WA,Orient,9.02,0
Buckridge PLC,misc_pos,Land/geomatics surveyor,38,MO,Arnold,1.69,0
McGlynn-Jaskolski,misc_pos,Musician,41,WA,Burbank,47.35,0
"Moore, Dibbert and Koepp",misc_net,Electronics engineer,34,MO,Centerview,45.41,0
"Romaguera, Wehner and Tromp",kids_pets,Early years teacher,50,CA,Helm,45.77,0
"Okuneva, Schneider and R",shopping_pos,Counsellor,35,MO,Kansas City,37.45,0
Dietrich-Fadel,health_fitness,Systems analyst,77,CA,Grenada,49.84,0
"Nitzsche, Kessler and Wol",shopping_pos,Insurance broker,44,UT,Woods Cross,2.41,0
Williamson LLC,misc_pos,Health physicist,52,CA,Newhall,3.27,0
Veum-Koelpin,travel,Barrister,87,OR,Cascade Locks,7.88,0
"Lehner, Reichert and Mills",misc_pos,Educational psychologist,42,WY,Manville,1508.62,0
"Jones, Sawayn and Romague",misc_net,Exercise physiologist,94,MO,Clarksville,27.8,0
"Brown, Homenick and Lesch",health_fitness,"Scientist, audiological",94,CA,Fields Landing,3.87,0
Christiansen-Gusikowski,misc_pos,Cartographer,57,ID,Mesa,765.54,0
Rempel Inc,shopping_net,Chief Marketing Officer,80,WA,Colton,2.63,0
Monahan-Mo,personal_care,"Journalist, newspaper",64,CA,Los Angeles,4.06,0
"O'Reilly, Mohr and Purdy",home,Early years teacher,50,CA,Helm,82.82,0
Schaefer Lt,kids_pets,Colour technologist,64,MO,Camden,95.16,0
Mayert Group,shopping_pos,Barrister,87,OR,Cascade Locks,260.93,0
Fahey Inc,kids_pets,Counsellor,35,MO,Kansas City,45.01,0
"Cole, Hills and Jewess",home,Health physicist,52,CA,Newhall,17.77,0
Cummings LLC,gas_transport,Naval architect,56,NM,High Rolls Mountain Park,45.25,0
"Boehm, Block and Jakubowski",misc_pos,Geoscientist,26,CA,San Jose,23.04,0
Goyette Inc,shopping_net,"Surveyor, land/geomatics",35,NM,Red River,8.66,0
Goyette Inc,shopping_net,Colour technologist,64,MO,Camden,202.27,0
Baumbach Lt,personal_care,Cartographer,57,ID,Mesa,31.84,0
Kris-Padberg,shopping_pos,Chief Marketing Officer,80,WA,Colton,4.39,0
Champlin-Caspe,home,Mental health nurse,45,CO,Dumont,83.21,0
Medhurst Inc,home,"Designer, exhibition/display",51,CA,Sun City,3.93,0
Schoen-Quigley,kids_pets,Occupational hygienist,63,MO,Saint Louis,86.46,0
Murray-Smitham,grocery_pos,Land/geomatics surveyor,38,MO,Arnold,62.43,0
Huels-Nolan,gas_transport,"Therapist, art",35,NM,Moriarty,55.16,0
"Graham, Hegmann and Hammes",food_dining,Mental health nurse,45,CO,Dumont,65.31,0
Miller-Hauck,grocery_pos,Electronics engineer,34,MO,Centerview,80.64,0
Bailey-Mo,grocery_pos,Electronics engineer,34,MO,Centerview,59.83,0
"Morissette, Weber and Wiegan",grocery_net,Network engineer,78,NE,Valentine,68.97,0
Herman Inc,misc_pos,Osteopath,39,WA,Issaquah,13.38,0
Cummings LLC,gas_transport,Museum education officer,81,OR,Kent,66.29,0
Schiller Lt,personal_care,Intelligence analyst,52,ID,Meridian,23.85,0
"Hagenes, Kohler and Hoppe",food_dining,Osteopath,39,WA,Issaquah,30.42,0
Schoen Lt,kids_pets,Architect,70,MO,Mound City,15.24,0
Crona and Sons,kids_pets,Radio broadcast assistant,28,OR,Shedd,11.68,0
Weber and Sons,food_dining,"Surveyor, minerals",36,UT,Thompson,8.37,0
Bradtke PLC,grocery_pos,Tax inspector,35,MO,Rocky Mount,86.41,0
"Bahringer, Bergnaum and Quitzon",home,Forensic psychologist,62,OR,Westfir,147.23,0
Johnston-Caspe,travel,Immigration officer,36,CA,Fiddletown,475.82,0
Koelpin and Sons,misc_net,Osteopath,39,WA,Issaquah,14.87,0
"Hills, Hegmann and Schaefe",health_fitness,Telecommunications researcher,73,NE,Holstein,1.13,0
Little Lt,kids_pets,Public house manager,49,WA,Burlington,62.48,0
Zboncak LLC,food_dining,Tax inspector,35,MO,Rocky Mount,15.06,0
"Berge, Kautzer and Harris",personal_care,Firefighter,50,CA,Norwalk,31.62,0
"Windler, Goodwin and Kovacek",home,Freight forwarder,47,WY,Fort Washakie,86.26,0
Emmerich-Luettgen,grocery_net,"Research officer, political party",39,WA,Conway,73.53,0
Spinka-Welch,grocery_net,Research scientist (physical sciences),42,WY,Lonetree,55.68,0
"Kutch, Hermiston and Farrell",gas_transport,"Therapist, occupational",72,CA,Carlotta,68.05,0
Abernathy and Sons,food_dining,Chiropodist,56,NE,Sprague,73.29,0
Johns-Hoege,entertainment,Airline pilot,38,CA,Napa,69.9,0
"Boehm, Predovic and Reinge",misc_pos,"Pilot, airline",35,WY,Laramie,3.13,0
"Armstrong, Walter and Gottlieb",food_dining,Network engineer,78,NE,Valentine,116.43,0
Bailey-Mo,grocery_pos,"Engineer, automotive",49,NE,Hooper,73.83,0
Fisher-Schowalte,shopping_net,Music therapist,39,WY,Rock Springs,145.48,0
"Hartmann, Rowe and Hermann",travel,Dealer,47,OR,Athena,514.99,0
"Haley, Batz and Aue",health_fitness,Physiotherapist,56,HI,Honokaa,33.34,0
Bechtelar-Rippin,food_dining,"Designer, exhibition/display",51,CA,Sun City,163.12,0
Larkin Lt,kids_pets,Tax inspector,35,MO,Rocky Mount,43.04,0
Fisher Inc,shopping_net,Intelligence analyst,52,ID,Meridian,176.07,0
"Jenkins, Hauck and Friesen",gas_transport,Naval architect,25,MO,Owensville,39.83,0
Emmerich-R,personal_care,Immigration officer,36,CA,Fiddletown,79.06,0
"Feil, Hilpert and Koss",food_dining,Immigration officer,36,CA,Fiddletown,57.71,0
Gottlieb Group,kids_pets,Chartered public finance accountant,64,CA,San Diego,127.99,0
Corwin-Collins,gas_transport,Historic buildings inspector/conservation officer,51,NM,Espanola,69.59,0
Crooks and Sons,personal_care,Podiatrist,51,CA,Lakeport,98.46,0
Dare-Marvin,entertainment,Product designer,88,NE,Westerville,27.73,0
"Ferry, Lynch and Kautze",misc_net,Systems analyst,57,OR,Lowell,16.65,0
"Bahringer, Osinski and Block",food_dining,Cartographer,57,ID,Mesa,86.46,0
Deckow-O'Conne,grocery_pos,Architectural technologist,62,NM,Llano,113.15,0
Rempel PLC,grocery_net,"Buyer, industrial",32,CA,Daly City,76.28,0
Kautzer and Sons,personal_care,Community arts worker,54,CO,Iliff,9.27,0
"Greenholt, Jacobi and Gleason",gas_transport,Radio broadcast assistant,28,OR,Shedd,60.54,0
Jacobi and Sons,shopping_pos,Intelligence analyst,52,ID,Meridian,34.93,0
"Dare, Casper and Bartoletti",kids_pets,Insurance broker,41,NE,Sutherland,17.41,0
Marvin-Lin,personal_care,Counselling psychologist,23,AZ,Phoenix,12.85,0
Bogisich-Weimann,kids_pets,Research scientist (physical sciences),46,OR,Newberg,44.2,0
Thiel-Thiel,entertainment,Systems analyst,57,OR,Lowell,1.35,0
"Willms, Kris and Bergnaum",shopping_pos,"Surveyor, land/geomatics",35,NM,Red River,9.5,0
Torphy-Goyette,shopping_pos,Civil Service administrator,47,NM,Albuquerque,8.08,0
Lockman Lt,grocery_pos,Chartered public finance accountant,64,CA,San Diego,73.18,0
Auer-Mosciski,grocery_pos,Investment analyst,49,MO,Redford,83.14,0
Heller-Langosh,gas_transport,Town planner,57,MO,Luray,67.89,0
Berge-Hills,kids_pets,Contractor,42,AZ,Phoenix,7.1,0
Reilly and Sons,health_fitness,"Surveyor, land/geomatics",35,NM,Red River,5.63,0
Bode-Rempel,kids_pets,Public relations account executive,84,CO,Meredith,32.65,0
Champlin-Caspe,home,Museum education officer,81,OR,Kent,31.13,0
"Denesik, Powlowski and Pouros",home,Video editor,67,WA,Ashford,7.92,0
"Hettinger, McCullough and Fay",home,Materials engineer,91,CO,Parker,15.84,0
Stamm-Witting,shopping_net,Education administrator,57,CA,Vinton,38.61,0
Miller-Hauck,grocery_pos,"Lecturer, higher education",30,WY,Riverton,57.56,0
Bednar Group,misc_net,Research scientist (physical sciences),46,OR,Newberg,16.91,0
"Hagenes, Kohler and Hoppe",food_dining,Health physicist,52,CA,Newhall,31.96,0
Lesch Lt,shopping_pos,Cartographer,57,ID,Mesa,21.15,0
Gerhold LLC,home,Systems analyst,77,CA,Grenada,2.71,0
