merchant,category,job,age,state,city,amount
Kutch LLC,gas_transport,Call centre manager,65,CA,Greenview,65.02
Marvin-Lin,personal_care,Colour technologist,64,MO,Camden,9.99
Altenwerth-Kilback,home,Call centre manager,65,CA,Greenview,65.73
Dietrich-Fadel,health_fitness,Private music teacher,53,MO,Brashear,3.04
"Runte, Green and Em",health_fitness,Water engineer,48,CO,Littleton,16.58
Hackett-Lueilwitz,grocery_pos,"Engineer, agricultural",43,MO,Kissee Mills,96.12
Carroll PLC,health_fitness,Tax inspector,35,MO,Rocky Mount,29.7
Boyer PLC,shopping_net,Clothing/textile technologist,24,WA,Tekoa,49.03
"O'Connell, Botsford and Han",home,"Administrator, local government",50,WY,Alva,70.42
Schoen Lt,kids_pets,Occupational hygienist,63,MO,Saint Louis,98.42
Wuckert-Goldne,home,Planning and development surveyor,41,OR,Lake Oswego,10.15
Prohaska-Murray,gas_transport,Building surveyor,88,AZ,Paradise Valley,59.93
"Hills, Hegmann and Schaefe",health_fitness,Product designer,88,NE,Westerville,109.86
Murray-Smitham,grocery_pos,"Surveyor, minerals",36,UT,Thompson,103.44
Renner Lt,home,Dealer,47,OR,Athena,81.11
Gaylord-Powlowski,home,"Civil engineer, contracting",62,CA,Santa Monica,61.0
Bernhard Inc,gas_transport,Exercise physiologist,94,MO,Clarksville,49.64
Bogisich-Homenick,misc_net,Water engineer,48,CO,Littleton,5.49
Koepp-Parke,grocery_pos,Network engineer,78,NE,Valentine,80.2
"Reichert, Huels and Hoppe",shopping_net,"Surveyor, land/geomatics",35,NM,Red River,8.02
"Dare, Casper and Bartoletti",kids_pets,"Lecturer, higher education",30,WY,Riverton,43.8
Koelpin and Sons,misc_net,Chemical engineer,60,CA,Palmdale,3.11
"Kuhic, Bins and Pfeffe",shopping_net,Health physicist,52,CA,Newhall,330.39
"Tromp, Kerluke and Glove",grocery_net,Barista,49,CA,Oakland,50.29
Auer-Mosciski,grocery_pos,Health physicist,52,CA,Newhall,221.77
Brown-Greenholt,entertainment,Wellsite geologist,57,CA,Corona,14.5
Bahringer-Streich,food_dining,Agricultural consultant,73,MO,Blairstown,18.73
"Schumm, Bauch and Ondrick",grocery_pos,Intelligence analyst,52,ID,Meridian,230.18
Renner Lt,home,Futures trader,30,UT,American Fork,3.24
Koepp-Witting,grocery_pos,Chartered legal executive (England and Wales),56,CA,Blairsden-Graeagle,117.87
Botsford and Sons,home,"Therapist, occupational",72,CA,Carlotta,13.03
Bailey-Mo,grocery_pos,"Therapist, art",35,NM,Moriarty,48.11
"Schumm, McLaughlin and Carte",food_dining,Land/geomatics surveyor,51,MO,Utica,59.14
Flatley-Durgan,misc_net,Geoscientist,61,UT,Hatch,8.17
"Nienow, Barrows and Romague",personal_care,IT consultant,34,NM,Crownpoint,91.17
Thiel-Thiel,entertainment,Land/geomatics surveyor,38,MO,Arnold,10.61
Bradtke PLC,grocery_pos,Physiotherapist,56,HI,Honokaa,76.93
Reilly and Sons,health_fitness,Clothing/textile technologist,24,WA,Tekoa,2.18
Stamm-Rodriguez,misc_pos,Magazine features editor,44,CA,Sacramento,9.91
Balistreri-Nade,misc_pos,Product/process development scientist,50,WY,Lagrange,34.15
Padberg-Saue,home,"Therapist, occupational",72,CA,Carlotta,16.93
"McDermott, Osinski and Mo",home,"Pilot, airline",35,WY,Laramie,150.99
Dickinson-Rempel,misc_pos,"Nurse, children's",43,NE,North Loup,2.23
Goyette-Herzog,travel,Education administrator,57,CA,Vinton,3.3
Goyette-Gerhol,kids_pets,"Administrator, education",84,AK,Wales,51.87
Padberg-Welch,grocery_pos,IT consultant,34,NM,Crownpoint,63.82
Parisian and Sons,gas_transport,Call centre manager,65,CA,Greenview,60.13
Kuhn Group,food_dining,Colour technologist,36,OR,Bay City,16.54
Dibbert-Green,entertainment,Television/film/video producer,66,NE,Nelson,82.01
Kunze Inc,grocery_pos,Tourist information centre manager,48,MO,Meadville,112.45
Conroy Lt,shopping_pos,"Therapist, art",35,NM,Moriarty,6.67
Predovic Inc,shopping_net,Early years teacher,50,CA,Helm,104.8
"Hettinger, McCullough and Fay",home,Colour technologist,64,MO,Camden,142.27
Kutch-Wilderman,home,Water engineer,48,CO,Littleton,67.19
Roob-Okunev,health_fitness,"Engineer, automotive",49,NE,Hooper,69.02
Reynolds-Schinne,misc_pos,Metallurgist,48,NE,Carroll,39.45
"Hauck, Dietrich and Funk",kids_pets,"Pharmacist, hospital",63,CA,San Diego,81.66
Frami Group,entertainment,"Engineer, electronics",56,CO,Broomfield,30.9
"Reichert, Shanahan and Hayes",shopping_net,"Nurse, children's",43,NE,North Loup,1.04
Fahey Inc,kids_pets,Telecommunications researcher,73,NE,Holstein,4.36
Kozey-Kuhlman,personal_care,Musician,41,WA,Burbank,208.76
Friesen Inc,shopping_pos,Mental health nurse,45,CO,Dumont,130.38
Conroy-Cruickshank,gas_transport,"Scientist, physiological",59,OR,Eugene,70.09
"Witting, Beer and Ernse",home,Music therapist,39,WY,Rock Springs,27.63
Wolf Inc,grocery_pos,Chartered legal executive (England and Wales),56,CA,Blairsden-Graeagle,152.52
Kutch and Sons,grocery_pos,"Civil engineer, contracting",62,CA,Santa Monica,59.19
Kihn-Schuste,food_dining,"Engineer, production",30,MO,Independence,13.4
Gaylord-Powlowski,home,Freight forwarder,47,WY,Fort Washakie,82.33
"Medhurst, Cartwright and Ebert",personal_care,Health service manager,96,CA,June Lake,101.74
Swift PLC,kids_pets,"Designer, exhibition/display",51,CA,Sun City,34.83
McCullough Group,grocery_net,Health physicist,52,CA,Newhall,38.0
McCullough Group,grocery_net,"Editor, magazine features",28,CA,Hawthorne,44.18
"Zemlak, Tillman and Cremin",personal_care,Sales executive,53,CA,Laguna Hills,27.65
Mohr-Baye,shopping_net,"Therapist, horticultural",47,CA,Huntington Beach,38.08
Ortiz Group,grocery_net,Health physicist,52,CA,Newhall,57.35
"Klocko, Runolfsdottir and Breitenberg",health_fitness,Learning mentor,68,CA,Indian Wells,16.82
Gislason Group,misc_pos,Historic buildings inspector/conservation officer,51,NM,Espanola,6.71
Romaguera and Sons,travel,"Civil engineer, contracting",62,CA,Santa Monica,2.08
"Baumbach, Hodkiewicz and Walsh",shopping_pos,Petroleum engineer,36,AZ,Superior,52.07
Lesch Lt,shopping_pos,Medical technical officer,54,WA,Monitor,16.48
"Hahn, Douglas and Schowalte",travel,Dealer,47,OR,Athena,500.58
"Roob, Conn and Tremblay",shopping_pos,Tourist information centre manager,48,MO,Meadville,112.73
Kessler Inc,travel,Systems analyst,77,CA,Grenada,9.29
Jast Lt,shopping_net,Advertising account planner,41,CA,Glendale,7.64
Douglas-White,entertainment,Land/geomatics surveyor,38,MO,Arnold,214.01
Fahey Inc,kids_pets,Land/geomatics surveyor,51,MO,Utica,74.21
Dach-Bore,grocery_net,Radio broadcast assistant,28,OR,Shedd,48.32
"Streich, Hansen and Veum",gas_transport,"Engineer, automotive",49,NE,Hooper,54.34
O'Connell-Ullrich,home,Armed forces training and education officer,64,CA,Port Costa,20.7
Fisher-Schowalte,shopping_net,"Sales professional, IT",33,UT,Altonah,9.4
"Hoppe, Harris and Bedn",entertainment,Marketing executive,31,CA,Parker Dam,70.71
Kuphal-Toy,food_dining,"Education officer, museum",56,WY,Freedom,64.29
Metz-Boehm,shopping_pos,Airline pilot,38,CA,Napa,9.53
"Windler, Goodwin and Kovacek",home,Tax inspector,35,MO,Rocky Mount,31.07
Kub-Heaney,health_fitness,"Scientist, audiological",60,UT,Mendon,9.25
"Konopelski, Schneider and Hartmann",food_dining,Building surveyor,88,AZ,Paradise Valley,119.73
Leannon-Nikolaus,travel,Historic buildings inspector/conservation officer,51,NM,Espanola,2.53
Schmeler-Howe,personal_care,Special educational needs teacher,45,WA,Orient,5.67
Fadel-Hilpert,health_fitness,Systems analyst,77,CA,Grenada,45.43
Emard Inc,gas_transport,Chartered public finance accountant,64,CA,San Diego,54.64
"Boehm, Predovic and Reinge",misc_pos,Building surveyor,88,AZ,Paradise Valley,2.45
"Raynor, Reinger and Hagenes",gas_transport,Barrister,87,OR,Cascade Locks,55.71
Lynch Lt,shopping_pos,"Administrator, education",84,AK,Wales,5.57
"Langworth, Boehm and Gulgowski",shopping_net,Magazine features editor,44,CA,Sacramento,1.72
Gibson-Deckow,entertainment,Geoscientist,61,UT,Hatch,5.98
"Baumbach, Strosin and Nicolas",shopping_pos,IT consultant,34,NM,Crownpoint,4.05
"Romaguera, Wehner and Tromp",kids_pets,Intelligence analyst,52,ID,Meridian,81.05
Terry-Huel,shopping_net,Magazine features editor,44,CA,Sacramento,84.27
"Connelly, Reichert and Fritsch",gas_transport,Web designer,40,CA,Smith River,84.46
O'Keefe-Hudson,grocery_pos,Electronics engineer,34,MO,Centerview,68.99
Auer-Mosciski,grocery_pos,Investment analyst,49,MO,Redford,102.03
"Lehner, Reichert and Mills",misc_pos,Health physicist,52,CA,Newhall,23.68
"Schaefer, Fay and Hilll",entertainment,Colour technologist,64,MO,Camden,102.89
Wuckert-Goldne,home,Magazine features editor,44,CA,Sacramento,59.09
Hackett-Lueilwitz,grocery_pos,Educational psychologist,42,WY,Manville,110.59
Kling Inc,gas_transport,Telecommunications researcher,73,NE,Holstein,51.52
Botsford and Sons,home,Early years teacher,50,CA,Helm,89.28
Nolan-Williamson,kids_pets,Tax inspector,35,MO,Rocky Mount,81.69
"Cormier, Stracke and Thiel",entertainment,Agricultural consultant,73,MO,Blairstown,3.66
Conroy-Cruickshank,gas_transport,Nature conservation officer,61,ID,Malad City,69.06
"Lowe, Dietrich and Erdman",kids_pets,Special educational needs teacher,45,WA,Orient,20.77
"Kovacek, Dibbert and Ondrick",grocery_pos,Further education lecturer,35,CO,Pueblo,27.14
Swift PLC,kids_pets,Historic buildings inspector/conservation officer,51,NM,Espanola,20.61
O'Connell-Ullrich,home,Futures trader,30,UT,American Fork,10.73
"Windler, Goodwin and Kovacek",home,Clothing/textile technologist,24,WA,Tekoa,33.73
Connelly PLC,food_dining,Barista,49,CA,Oakland,57.73
Schroeder Group,health_fitness,"Research officer, political party",39,WA,Conway,7.66
Kunze Inc,grocery_pos,Private music teacher,53,MO,Brashear,105.49
Paucek-Wiz,grocery_net,"Engineer, production",30,MO,Independence,52.47
"Morissette, Weber and Wiegan",grocery_net,Firefighter,50,CA,Norwalk,23.23
Pouros-Conroy,shopping_pos,Tax inspector,35,MO,Rocky Mount,4.62
"Rodriguez, Yost and Jenkins",misc_net,"Surveyor, minerals",36,UT,Thompson,2.79
Lebsack and Sons,misc_net,Health physicist,52,CA,Newhall,13.17
"Raynor, Feest and Mille",gas_transport,Advertising account planner,41,CA,Glendale,85.88
"Schaefer, Fay and Hilll",entertainment,Nature conservation officer,61,ID,Malad City,143.24
"Bernhard, Grant and Langworth",shopping_pos,Public house manager,49,WA,Burlington,5.17
Boyer-Haley,travel,Advertising account planner,41,CA,Glendale,9.97
"Schneider, Hayes and Nikolaus",food_dining,Contractor,42,AZ,Phoenix,98.81
"Towne, Greenholt and Koepp",shopping_net,Petroleum engineer,36,AZ,Superior,12.47
Barton LLC,kids_pets,Product designer,88,NE,Westerville,90.21
Friesen-Stamm,gas_transport,IT consultant,34,NM,Crownpoint,77.59
Dooley Inc,shopping_pos,Web designer,40,CA,Smith River,3.27
Lebsack and Sons,misc_net,Counselling psychologist,23,AZ,Phoenix,7.36
Fisher-Schowalte,shopping_net,"Teacher, adult education",34,CA,Wendel,8.84
Upton PLC,entertainment,"Designer, exhibition/display",51,CA,Sun City,66.3
Heller-Abshire,grocery_net,Counselling psychologist,23,AZ,Phoenix,27.02
Cummings LLC,gas_transport,Immigration officer,36,CA,Fiddletown,61.73
Bednar Group,misc_net,"Surveyor, minerals",36,UT,Thompson,6.36
"Christiansen, Goyette and Schamberge",gas_transport,Special educational needs teacher,45,WA,Orient,39.05
Huel-Langworth,misc_net,Aeronautical engineer,44,MO,Matthews,20.88
"O'Reilly, Mohr and Purdy",home,"Therapist, occupational",72,CA,Carlotta,81.61
"Reichert, Huels and Hoppe",shopping_net,Sales executive,53,CA,Laguna Hills,31.68
"Prosacco, Kreiger and Kovacek",home,Colour technologist,64,MO,Camden,44.05
Keeling-Crist,misc_pos,Airline pilot,38,CA,Napa,79.5
Parker-Kunde,personal_care,"Therapist, art",35,NM,Moriarty,18.15
Pouros-Haag,shopping_pos,Architectural technologist,62,NM,Llano,7.28
"Casper, Hand and Zul",grocery_pos,Information systems manager,37,WY,Fort Washakie,113.85
Fahey Inc,kids_pets,Learning mentor,68,CA,Indian Wells,69.66
"Pouros, Walker and Spence",kids_pets,"Scientist, audiological",60,UT,Mendon,8.56
Bashirian Group,shopping_net,Public house manager,49,WA,Burlington,177.71
"Hauck, Dietrich and Funk",kids_pets,Barista,49,CA,Oakland,32.91
Torphy-Kertzmann,health_fitness,Systems analyst,77,CA,Grenada,2.75
"Langosh, Wintheiser and Hyatt",food_dining,Product designer,88,NE,Westerville,77.47
"Hermiston, Russel and Price",food_dining,Tax inspector,35,MO,Rocky Mount,9.51
Daugherty LLC,kids_pets,"Surveyor, minerals",36,UT,Thompson,66.51
Wolf Inc,grocery_pos,"Teacher, early years/pre",82,MO,Louisiana,286.2
"Gottlieb, Considine and Schultz",shopping_net,Geoscientist,61,UT,Hatch,6.66
"Roberts, Daniel and Macejkovic",kids_pets,Barrister,87,OR,Cascade Locks,14.27
Cummerata-Hilpert,entertainment,Barrister,87,OR,Cascade Locks,52.63
Friesen-Stamm,gas_transport,Cartographer,57,ID,Mesa,68.55
Connelly-Carte,home,Naval architect,56,NM,High Rolls Mountain Park,74.44
Berge LLC,gas_transport,Public librarian,49,WY,Jelm,32.77
"Streich, Hansen and Veum",gas_transport,Systems analyst,77,CA,Grenada,62.74
Pouros-Conroy,shopping_pos,Geoscientist,26,CA,San Jose,6.78
"Turner, Ruecker and Parisian",misc_pos,Barrister,87,OR,Cascade Locks,5.91
Volkman PLC,food_dining,"Therapist, horticultural",47,CA,Huntington Beach,45.99
Schmitt Inc,gas_transport,Occupational hygienist,63,MO,Saint Louis,76.19
Kerluke-Abshire,shopping_net,Intelligence analyst,52,ID,Meridian,11.89
Breitenberg-Hermiston,kids_pets,Television/film/video producer,66,NE,Nelson,10.49
Botsford and Sons,home,Systems analyst,57,OR,Lowell,28.89
"Osinski, Ledner and Leuschke",grocery_pos,Public relations account executive,59,NM,Lamy,141.29
"Baumbach, Feeney and Mo",shopping_net,Special educational needs teacher,45,WA,Orient,1.48
Fadel Inc,health_fitness,Futures trader,30,UT,American Fork,81.18
"Gottlieb, Considine and Schultz",shopping_net,Public librarian,49,WY,Jelm,4.43
"Baumbach, Hodkiewicz and Walsh",shopping_pos,Local government officer,69,OR,Powell Butte,6.08
Kuhn LLC,misc_net,Musician,41,WA,Burbank,43.18
"Christiansen, Goyette and Schamberge",gas_transport,"Research officer, political party",39,WA,Conway,33.16
"Lehner, Reichert and Mills",misc_pos,Architectural technologist,62,NM,Llano,274.88
Jast Lt,shopping_net,Materials engineer,81,WY,Yellowstone National Park,4.97
Osinski Inc,personal_care,"Surveyor, land/geomatics",45,NM,Kirtland Afb,7.84
Maggio-Fahey,misc_pos,Public librarian,49,WY,Jelm,273.03
Conroy-Em,food_dining,Licensed conveyancer,23,NM,Ruidoso,3.82
"Bins, Balistreri and Beatty",shopping_pos,Retail merchandiser,95,OR,Sixes,40.85
"Weber, Thiel and Hammes",kids_pets,Barrister,87,OR,Cascade Locks,90.89
Satterfield-Lowe,travel,Barista,49,CA,Oakland,9.16
Abshire PLC,entertainment,"Surveyor, land/geomatics",35,NM,Red River,2.98
"Heathcote, Yost and Kertzmann",shopping_net,Osteopath,39,WA,Issaquah,14.58
Prosacco LLC,personal_care,"Therapist, occupational",72,CA,Carlotta,55.65
Stark-Batz,entertainment,Naval architect,56,NM,High Rolls Mountain Park,21.53
Miller-Hauck,grocery_pos,"Therapist, art",35,NM,Moriarty,82.35
Tromp Group,travel,Geoscientist,26,CA,San Jose,9.33
Bode-Rempel,kids_pets,"Surveyor, land/geomatics",45,NM,Kirtland Afb,8.02
"Baumbach, Hodkiewicz and Walsh",shopping_pos,Retail merchandiser,95,OR,Sixes,112.38
"Rowe, Batz and Goodwin",grocery_pos,Petroleum engineer,36,AZ,Superior,191.27
Mohr-Baye,shopping_net,"Scientist, marine",53,CO,Aurora,233.06
O'Connell-Ullrich,home,"Buyer, industrial",32,CA,Daly City,208.42
Emmerich-R,personal_care,Geoscientist,26,CA,San Jose,27.43
Bradtke PLC,grocery_pos,Wellsite geologist,67,CA,Claremont,91.15
Doyle Lt,grocery_pos,Naval architect,56,NM,High Rolls Mountain Park,121.95
Cole PLC,grocery_pos,Learning mentor,68,CA,Indian Wells,74.42
Barton LLC,kids_pets,Tourist information centre manager,48,MO,Meadville,54.7
Upton PLC,entertainment,Intelligence analyst,52,ID,Meridian,77.41
Marks Inc,gas_transport,Planning and development surveyor,41,OR,Lake Oswego,95.96
Bogisich Inc,grocery_pos,Location manager,33,UT,Moab,37.9
Leannon-Nikolaus,travel,Naval architect,56,NM,High Rolls Mountain Park,2.67
Douglas-White,entertainment,"Lecturer, higher education",30,WY,Riverton,9.16
"Jenkins, Hauck and Friesen",gas_transport,"Sales professional, IT",33,UT,Altonah,42.23
Schimmel-Olson,kids_pets,Mental health nurse,45,CO,Dumont,52.12
Wilkinson LLC,personal_care,Sales executive,53,CA,Laguna Hills,52.66
"Lang, Towne and Schuppe",kids_pets,Location manager,33,UT,Moab,307.47
Erdman-Kertzmann,gas_transport,Video editor,67,WA,Ashford,55.64
Rempel PLC,grocery_net,Production manager,38,MO,Wheaton,22.04
Kautzer and Sons,personal_care,"Scientist, research (maths)",32,HI,Paauilo,7.08
"Kerluke, Kertzmann and Wiz",misc_net,Dealer,47,OR,Athena,123.23
Watsica LLC,personal_care,"Engineer, biomedical",55,OR,Stayton,12.0
Cummerata-Jones,gas_transport,Private music teacher,53,MO,Brashear,39.92
Harber Inc,gas_transport,"Scientist, audiological",60,UT,Mendon,37.03
Emard Inc,gas_transport,Historic buildings inspector/conservation officer,51,NM,Espanola,79.71
"Fadel, Mertz and Rippin",entertainment,Musician,41,WA,Burbank,66.77
"Moen, Reinger and Murphy",grocery_pos,Tax inspector,35,MO,Rocky Mount,84.91
"Schiller, Blanda and Johnson",home,Architect,70,MO,Mound City,31.13
"Medhurst, Cartwright and Ebert",personal_care,"Administrator, education",84,AK,Wales,14.55
"Monahan, Hermann and Johns",travel,Chartered public finance accountant,64,CA,San Diego,8.24
Cummerata-Jones,gas_transport,Public relations account executive,84,CO,Meredith,64.23
Cummings LLC,gas_transport,Research scientist (physical sciences),46,OR,Newberg,71.31
"Hettinger, McCullough and Fay",home,Naval architect,56,NM,High Rolls Mountain Park,40.81
Rodriguez Group,gas_transport,Tax inspector,35,MO,Rocky Mount,56.4
Hickle Group,shopping_pos,Musician,41,WA,Burbank,44.88
Schamberger-O'Keefe,grocery_pos,"Engineer, production",30,MO,Independence,214.23
"Koss, McLaughlin and Maye",food_dining,Education administrator,57,CA,Vinton,121.72
Pacocha-Bauch,shopping_pos,Intelligence analyst,52,ID,Meridian,610.82
Waelchi Inc,kids_pets,Clothing/textile technologist,24,WA,Tekoa,52.01
"Goldner, Kovacek and Abbott",grocery_pos,"Therapist, occupational",72,CA,Carlotta,152.53
Koelpin and Sons,misc_net,Special educational needs teacher,45,WA,Orient,34.02
"Schaefer, Maggio and Daugherty",gas_transport,Cytogeneticist,69,MO,Browning,74.47
"Walter, Hettinger and Kessle",personal_care,Associate Professor,56,NE,Brainard,30.84
Kuvalis Lt,gas_transport,Musician,41,WA,Burbank,65.88
Hirthe-Beie,health_fitness,Community arts worker,54,CO,Iliff,52.08
Boyer PLC,misc_pos,Osteopath,39,WA,Issaquah,54.57
Kulas Group,health_fitness,Health physicist,52,CA,Newhall,66.65
Wiegand-Lowe,grocery_net,"Scientist, physiological",59,OR,Eugene,83.61
Lemke-Gutmann,shopping_net,Economist,29,OR,Jordan Valley,96.12
Huels-Nolan,gas_transport,Agricultural consultant,73,MO,Blairstown,53.86
"Schmeler, Bashirian and Price",shopping_net,Town planner,57,MO,Luray,62.37
Murray-Smitham,grocery_pos,Early years teacher,50,CA,Helm,108.86
Crona and Sons,kids_pets,"Administrator, local government",50,WY,Alva,50.65
"Nitzsche, Kessler and Wol",shopping_pos,Land/geomatics surveyor,51,MO,Utica,79.42
Heller-Langosh,gas_transport,Electronics engineer,34,MO,Centerview,39.92
McDermott-Rice,misc_pos,"Sales professional, IT",33,UT,Altonah,245.58
Bruen-Yost,misc_pos,"Engineer, automotive",49,NE,Hooper,6.57
